index,portLOCAL,port4,port1,port2,port5,port3
38,0.0,666.6666666666666,480.0,480.0,480.0,640.0
39,0.0,640.0,640.0,826.6666666666666,640.0,480.0
40,0.0,480.0,480.0,480.0,480.0,480.0
41,0.0,2048.0,2570.6666666666665,480.0,2048.0,640.0
42,0.0,640.0,640.0,640.0,640.0,480.0
43,0.0,1040.0,1376.0,480.0,1040.0,480.0
44,0.0,480.0,480.0,480.0,480.0,640.0
45,0.0,640.0,12736.0,640.0,640.0,480.0
46,0.0,97829.33333333331,4522154.666666667,480.0,480.0,480.0
47,0.0,146208.0,6993909.333333333,480.0,6997.333333333333,640.0
48,0.0,146368.0,7017205.333333333,640.0,10864.0,480.0
49,0.0,146208.0,7374666.666666667,480.0,16672.0,480.0
50,0.0,25104.0,1649381.3333333333,640.0,173872.0,640.0
51,0.0,480.0,933626.6666666666,480.0,338880.0,480.0
52,0.0,480.0,571797.3333333334,480.0,334992.0,480.0
53,0.0,640.0,934074.6666666666,640.0,335632.0,640.0
54,0.0,592.0,3483077.333333333,480.0,340528.0,480.0
55,0.0,480.0,11448373.333333334,480.0,483648.0,640.0
56,0.0,752.0,11039141.333333334,640.0,772016.0,480.0
57,0.0,480.0,11718949.333333334,480.0,779493.3333333334,480.0
58,0.0,624.0,11726224.0,640.0,785589.3333333334,640.0
59,0.0,752.0,12128346.666666666,480.0,7087600.0,480.0
60,0.0,480.0,12218053.333333334,480.0,9099344.0,480.0
61,0.0,640.0,11497546.666666666,640.0,9249408.0,640.0
62,0.0,9125.333333333334,12184421.333333334,480.0,9010864.0,480.0
63,0.0,480.0,12504176.0,480.0,15441834.666666666,640.0
64,0.0,752.0,11717616.0,1534906.6666666667,17892528.0,480.0
65,0.0,8688.0,11365461.333333334,1687114.6666666667,16652117.333333334,640.0
66,0.0,640.0,10987840.0,1819797.3333333333,17341536.0,666.6666666666666
67,0.0,592.0,11479696.0,1577994.6666666667,15211322.666666666,480.0
68,0.0,640.0,11798272.0,1564090.6666666667,10398608.0,640.0
69,0.0,8576.0,11813013.333333334,964048.0,10422496.0,480.0
70,0.0,480.0,11483616.0,970176.0,10284160.0,640.0
71,0.0,8704.0,9782272.0,889376.0,6372938.666666667,480.0
72,0.0,8576.0,1237077.3333333333,1145114.6666666667,1381936.0,480.0
73,0.0,864.0,895856.0,788848.0,1389338.6666666667,640.0
74,0.0,656.0,887872.0,786928.0,1381354.6666666667,480.0
75,0.0,4512.0,323040.0,1143509.3333333333,1598858.6666666667,640.0
76,0.0,5117.333333333333,973.3333333333334,771469.3333333334,1490205.3333333333,813.3333333333334
77,0.0,331104.0,480.0,759045.3333333334,1029.3333333333333,480.0
78,0.0,976224.0,480.0,782400.0,993216.0,640.0
79,0.0,1004608.0,640.0,1158965.3333333333,803226.6666666666,480.0
80,0.0,988320.0,480.0,783104.0,716074.6666666666,480.0
81,0.0,976384.0,640.0,779056.0,716586.6666666666,640.0
82,0.0,980554.6666666666,778.6666666666666,774512.0,902085.3333333334,480.0
83,0.0,980256.0,480.0,290784.0,222240.0,640.0
84,0.0,1341210.6666666667,640.0,640.0,225429.3333333333,480.0
85,0.0,1364165.3333333333,480.0,480.0,232432.0,480.0
86,0.0,1340133.3333333333,640.0,640.0,224528.0,640.0
87,0.0,980256.0,6661.333333333333,666.6666666666666,542778.6666666666,480.0
88,0.0,1372229.3333333333,656.0,480.0,266208.0,640.0
89,0.0,1360469.3333333333,8848.0,640.0,586469.3333333334,480.0
90,0.0,1364165.3333333333,8752.0,480.0,590229.3333333334,480.0
91,0.0,1344149.3333333333,7856.0,640.0,582346.6666666666,640.0
92,0.0,1368469.3333333333,6048.0,480.0,590229.3333333334,480.0
93,0.0,1642373.3333333333,9264.0,480.0,590229.3333333334,480.0
94,0.0,1360405.3333333333,5856.0,640.0,586357.3333333334,640.0
95,0.0,1751349.3333333333,5408.0,480.0,582277.3333333334,480.0
96,0.0,2206853.333333333,5936.0,640.0,582325.3333333334,640.0
97,0.0,2211045.333333333,6448.0,480.0,530101.3333333334,480.0
98,0.0,2198789.333333333,101280.0,480.0,6640.0,480.0
99,0.0,2206853.333333333,105312.0,640.0,6800.0,640.0
100,0.0,1859744.0,122181.33333333331,480.0,359002.6666666667,480.0
101,0.0,1851168.0,109344.0,480.0,480.0,480.0
102,0.0,1903856.0,109728.0,640.0,752.0,640.0
103,0.0,1859232.0,117616.0,480.0,370373.3333333333,480.0
104,0.0,1851168.0,536736.0,640.0,109504.0,640.0
105,0.0,1843264.0,662000.0,480.0,109456.0,480.0
106,0.0,1637728.0,666277.3333333334,480.0,467141.3333333333,480.0
107,0.0,935904.0,657856.0,640.0,109504.0,640.0
108,0.0,1004832.0,661952.0,480.0,113376.0,480.0
109,0.0,988320.0,585120.0,480.0,109344.0,480.0
110,0.0,936176.0,915984.0,640.0,476608.0,640.0
111,0.0,109344.0,1976165.3333333333,480.0,142608.0,480.0
112,0.0,113376.0,1988085.3333333333,640.0,145392.0,640.0
113,0.0,825296.0,1996746.6666666667,480.0,141024.0,480.0
114,0.0,828970.6666666666,1336416.0,480.0,129216.0,480.0
115,0.0,506794.6666666667,1944576.0,640.0,1802368.0,640.0
116,0.0,785445.3333333334,1991941.3333333333,480.0,8652688.0,480.0
117,0.0,824938.6666666666,1991765.3333333333,480.0,8628656.0,640.0
118,0.0,829130.6666666666,1720058.6666666667,640.0,11486426.666666666,480.0
119,0.0,824938.6666666666,1491424.0,480.0,19259237.33333333,480.0
120,0.0,829418.6666666666,1137744.0,16656.0,20047888.0,640.0
121,0.0,828970.6666666666,396432.0,16320.0,19880533.33333333,480.0
122,0.0,510826.6666666667,1029408.0,8560.0,19543232.0,640.0
123,0.0,753301.3333333334,1039904.0,16320.0,19907930.666666668,480.0
124,0.0,716234.6666666666,1029584.0,16480.0,19499045.33333333,640.0
125,0.0,922101.3333333334,1037168.0,20037.33333333333,19876613.33333333,480.0
126,0.0,1590970.6666666667,1042944.0,37952.0,18755066.666666668,640.0
127,0.0,1800928.0,1069552.0,380474.6666666667,11600512.0,480.0
128,0.0,1445925.3333333333,1556112.0,376741.3333333333,11047840.0,640.0
129,0.0,1764122.6666666667,1205205.3333333333,380453.3333333333,10710896.0,480.0
130,0.0,760586.6666666666,1881050.6666666667,368661.3333333333,11319770.666666666,480.0
131,0.0,1004304.0,1693130.6666666667,371285.3333333333,11104906.666666666,640.0
132,0.0,806922.6666666666,1969509.3333333333,368309.3333333333,11310197.333333334,480.0
133,0.0,1000976.0,2020768.0,370405.3333333333,11464485.333333334,640.0
134,0.0,805498.6666666666,1699653.3333333333,368309.3333333333,8233344.0,480.0
135,0.0,1198896.0,1637690.6666666667,372357.3333333333,1040714.6666666666,640.0
136,0.0,1464736.0,1777130.6666666667,327322.6666666667,724090.6666666666,480.0
137,0.0,1705386.6666666667,1371845.3333333333,55002.66666666666,363029.3333333333,480.0
138,0.0,661920.0,1008352.0,358789.3333333333,716058.6666666666,640.0
139,0.0,677712.0,996240.0,358277.3333333333,358277.3333333333,666.6666666666666
140,0.0,669648.0,786576.0,358277.3333333333,870501.3333333334,640.0
141,0.0,1010762.6666666666,548848.0,992.0,1018522.6666666666,480.0
142,0.0,2085210.6666666667,558320.0,17397.333333333332,1027813.3333333334,480.0
143,0.0,1745440.0,1466576.0,16480.0,1395738.6666666667,640.0
144,0.0,2462618.6666666665,1577296.0,23888.0,1048085.3333333334,480.0
145,0.0,2052405.3333333333,2595008.0,16672.0,995381.3333333334,640.0
146,0.0,1427605.3333333333,2570560.0,16480.0,371045.3333333333,480.0
147,0.0,1427445.3333333333,2504352.0,16320.0,12800.0,480.0
148,0.0,1427445.3333333333,2496448.0,16480.0,12960.0,640.0
149,0.0,1070160.0,2504352.0,8400.0,12272.0,480.0
150,0.0,714512.0,2544672.0,9125.333333333334,5584.0,480.0
151,0.0,1427957.3333333333,2065024.0,16832.0,17168.0,640.0
152,0.0,358277.3333333333,1294864.0,8400.0,4624.0,480.0
153,0.0,869290.6666666666,980256.0,16320.0,640.0,640.0
154,0.0,576165.3333333334,984448.0,8560.0,173856.0,480.0
155,0.0,937834.6666666666,996384.0,16320.0,448032.0,480.0
156,0.0,690778.6666666666,1000885.3333333334,9792.0,440384.0,640.0
157,0.0,831144.0,988765.3333333334,15421.333333333334,801736.0,813.3333333333334
158,0.0,949648.0,1000416.0,368682.6666666667,799685.3333333334,480.0
159,0.0,590741.3333333334,629632.0,5568.0,805450.6666666666,640.0
160,0.0,218208.0,327184.0,480.0,436048.0,480.0
161,0.0,232288.0,323040.0,358085.3333333333,791781.3333333334,640.0
162,0.0,224528.0,339733.3333333333,480.0,1154000.0,480.0
163,0.0,224368.0,351360.0,480.0,1860981.3333333333,480.0
164,0.0,224528.0,343072.0,640.0,1507376.0,640.0
165,0.0,232826.66666666663,706714.6666666666,358277.3333333333,2268981.333333333,480.0
166,0.0,230496.0,710149.3333333334,480.0,1922720.0,480.0
167,0.0,16080.0,709045.3333333334,5024.0,2218901.333333333,640.0
168,0.0,3760.0,706469.3333333334,379488.0,1862864.0,480.0
169,0.0,992.0,1623498.6666666667,28864.0,1891344.0,640.0
170,0.0,356362.6666666667,973109.3333333334,480.0,1493792.0,480.0
171,0.0,1038618.6666666666,918261.3333333334,480.0,1853696.0,640.0
172,0.0,1021482.6666666666,1271136.0,640.0,1496730.6666666667,480.0
173,0.0,1037781.3333333334,2248640.0,480.0,1631898.6666666667,480.0
174,0.0,1038933.3333333334,1966314.6666666667,640.0,1752352.0,640.0
175,0.0,1385530.6666666667,1607216.0,480.0,1633994.6666666667,480.0
176,0.0,1035669.3333333334,1608597.3333333333,480.0,1744800.0,480.0
177,0.0,1039861.3333333334,1131413.3333333333,640.0,1624826.6666666667,640.0
178,0.0,1232645.3333333333,1039941.3333333334,480.0,1750522.6666666667,480.0
179,0.0,1590682.6666666667,1011461.3333333334,640.0,680320.0,640.0
180,0.0,1255317.3333333333,1031893.3333333334,480.0,669040.0,480.0
181,0.0,1243237.3333333333,1015493.3333333334,666.6666666666666,669984.0,480.0
182,0.0,1263733.3333333333,1031978.6666666666,640.0,674144.0,640.0
183,0.0,524496.0,1015493.3333333334,480.0,653664.0,480.0
184,0.0,8400.0,1031621.3333333334,480.0,678016.0,640.0
185,0.0,8672.0,1011845.3333333334,640.0,653776.0,480.0
186,0.0,8512.0,2093226.6666666667,480.0,295109.3333333333,480.0
187,0.0,8560.0,1747376.0,640.0,16480.0,640.0
188,0.0,3120.0,2023845.3333333333,480.0,23712.0,480.0
189,0.0,5760.0,2051194.6666666667,480.0,16320.0,640.0
190,0.0,8880.0,2887930.6666666665,640.0,23344.0,480.0
191,0.0,480.0,2127274.6666666665,480.0,456864.0,480.0
192,0.0,592.0,2135610.6666666665,640.0,891424.0,640.0
193,0.0,752.0,2085904.0,480.0,907360.0,480.0
194,0.0,480.0,1844533.3333333333,480.0,907973.3333333334,480.0
195,0.0,640.0,2189493.333333333,640.0,899200.0,640.0
196,0.0,480.0,1835920.0,480.0,893568.0,480.0
197,0.0,480.0,1835920.0,640.0,897248.0,640.0
198,0.0,9285.333333333334,2198458.6666666665,480.0,899008.0,480.0
199,0.0,36832.0,2065045.3333333333,480.0,206000.0,480.0
200,0.0,121408.0,716234.6666666666,640.0,8672.0,640.0
201,0.0,117536.0,716186.6666666666,480.0,8400.0,480.0
202,0.0,117264.0,716074.6666666666,480.0,8400.0,480.0
203,0.0,117424.0,716234.6666666666,640.0,8560.0,640.0
204,0.0,125381.33333333331,1074016.0,480.0,8400.0,480.0
205,0.0,117376.0,716186.6666666666,480.0,484336.0,640.0
206,0.0,439658.6666666667,726624.0,640.0,791648.0,480.0
207,0.0,8400.0,366453.3333333333,480.0,766672.0,480.0
208,0.0,8848.0,467653.3333333333,640.0,762800.0,640.0
209,0.0,357749.3333333333,117200.0,480.0,758608.0,480.0
210,0.0,480.0,109344.0,480.0,1068960.0,480.0
211,0.0,640.0,109504.0,640.0,1415872.0,640.0
212,0.0,358277.3333333333,5549125.333333333,480.0,1774058.6666666667,480.0
213,0.0,480.0,6552336.0,480.0,1777189.3333333333,640.0
214,0.0,640.0,6512645.333333333,640.0,3000122.6666666665,480.0
215,0.0,372202.6666666667,7155680.0,480.0,3250800.0,480.0
216,0.0,16848.0,7286266.666666667,480.0,3897994.6666666665,640.0
217,0.0,17408.0,7317658.666666667,640.0,3400928.0,480.0
218,0.0,9280.0,7336042.666666667,480.0,3600885.333333333,480.0
219,0.0,362485.3333333333,7967317.333333333,640.0,3653461.3333333335,640.0
220,0.0,7520.0,8376298.666666667,480.0,3637173.3333333335,480.0
221,0.0,12101.333333333334,8191322.666666667,480.0,2915445.333333333,640.0
222,0.0,8496.0,8211258.666666667,640.0,2847285.333333333,480.0
223,0.0,8864.0,8392714.666666666,480.0,2024725.3333333333,480.0
224,0.0,271712.0,5965930.666666667,640.0,358789.3333333333,640.0
225,0.0,446288.0,1741253.3333333333,480.0,480.0,480.0
226,0.0,447856.0,2131418.6666666665,480.0,480.0,480.0
227,0.0,802538.6666666666,1798992.0,640.0,16810.666666666668,640.0
228,0.0,1509328.0,1455984.0,480.0,342656.0,480.0
229,0.0,1163626.6666666667,1451824.0,480.0,592.0,640.0
230,0.0,1513520.0,1451728.0,640.0,640.0,480.0
231,0.0,1147498.6666666667,1439824.0,480.0,358277.3333333333,480.0
232,0.0,1509877.3333333333,1448245.3333333333,640.0,640.0,640.0
233,0.0,2224730.6666666665,1467760.0,480.0,480.0,480.0
234,0.0,2241050.6666666665,1270752.0,480.0,362485.3333333333,480.0
235,0.0,2233146.6666666665,1374944.0,640.0,752.0,640.0
236,0.0,2233098.6666666665,1387285.3333333333,480.0,358650.6666666667,480.0
237,0.0,2228954.6666666665,1366784.0,640.0,715994.6666666666,640.0
238,0.0,1981877.3333333333,1349589.3333333333,480.0,480.0,480.0
239,0.0,2335674.6666666665,1154000.0,480.0,358629.3333333333,480.0
240,0.0,1621050.6666666667,486752.0,640.0,358437.3333333333,640.0
241,0.0,1073984.0,465248.0,480.0,480.0,480.0
242,0.0,719221.3333333334,560608.0,480.0,358389.3333333333,640.0
243,0.0,1074032.0,786448.0,640.0,640.0,480.0
244,0.0,716074.6666666666,794352.0,480.0,358277.3333333333,480.0
245,0.0,716426.6666666666,802752.0,640.0,358437.3333333333,640.0
246,0.0,327232.0,561104.0,480.0,4864.0,480.0
247,0.0,436048.0,327072.0,480.0,592.0,480.0
248,0.0,432064.0,327232.0,640.0,640.0,640.0
249,0.0,887520.0,327072.0,480.0,480.0,480.0
250,0.0,980368.0,327184.0,480.0,640.0,640.0
251,0.0,984448.0,327232.0,640.0,480.0,480.0
252,0.0,980256.0,327072.0,480.0,480.0,480.0
253,0.0,976384.0,327232.0,640.0,640.0,640.0
254,0.0,690064.0,319120.0,480.0,4512.0,480.0
255,0.0,770704.0,480.0,480.0,592.0,480.0
256,0.0,758656.0,640.0,640.0,640.0,640.0
257,0.0,698016.0,4512.0,480.0,89184.0,480.0
258,0.0,129504.0,4512.0,480.0,218208.0,480.0
259,0.0,864.0,976.0,640.0,218480.0,640.0
260,0.0,592.0,592.0,480.0,218208.0,480.0
261,0.0,480.0,17397.333333333332,480.0,934352.0,640.0
262,0.0,640.0,24400.0,640.0,1291760.0,480.0
263,0.0,1581024.0,16629.333333333332,480.0,934058.6666666666,480.0
264,0.0,6528288.0,24240.0,640.0,1299824.0,640.0
265,0.0,6355072.0,24512.0,480.0,1291712.0,480.0
266,0.0,6910826.666666667,32181.33333333333,480.0,1295632.0,480.0
267,0.0,6793509.333333333,520688.0,640.0,937994.6666666666,640.0
268,0.0,6708677.333333333,689728.0,480.0,1287568.0,480.0
269,0.0,7243882.666666667,1129072.0,480.0,1299664.0,640.0
270,0.0,6749157.333333333,1562544.0,640.0,1226389.3333333333,480.0
271,0.0,6809477.333333333,1562741.3333333333,480.0,999669.3333333334,480.0
272,0.0,6926405.333333333,1532656.0,640.0,218368.0,640.0
273,0.0,7071829.333333333,1536752.0,480.0,617488.0,480.0
274,0.0,7433386.666666667,1246080.0,480.0,653664.0,480.0
275,0.0,7063765.333333333,666000.0,640.0,633776.0,640.0
276,0.0,7067877.333333333,661760.0,480.0,439968.0,480.0
277,0.0,1714080.0,653664.0,480.0,435936.0,640.0
278,0.0,1190192.0,649904.0,640.0,432064.0,480.0
279,0.0,1202128.0,657696.0,480.0,440080.0,480.0
280,0.0,1193952.0,294816.0,480.0,85152.0,640.0
281,0.0,1205205.3333333333,640.0,640.0,357402.6666666667,480.0
282,0.0,1200112.0,480.0,480.0,356165.3333333333,480.0
283,0.0,1197984.0,640.0,640.0,488512.0,640.0
284,0.0,1204304.0,480.0,480.0,1231109.3333333333,480.0
285,0.0,1197984.0,480.0,480.0,871392.0,480.0
286,0.0,1204304.0,640.0,640.0,1227237.3333333333,826.6666666666666
287,0.0,1079152.0,4512.0,480.0,1227077.3333333333,480.0
288,0.0,871392.0,480.0,480.0,871392.0,640.0
289,0.0,877824.0,327344.0,640.0,1227237.3333333333,480.0
290,0.0,883893.3333333334,798426.6666666666,480.0,863440.0,480.0
291,0.0,433888.0,793381.3333333334,640.0,529701.3333333334,640.0
292,0.0,23168.0,1151690.6666666667,480.0,356165.3333333333,480.0
293,0.0,8400.0,793733.3333333334,480.0,480.0,480.0
294,0.0,16805.333333333332,1151834.6666666667,640.0,1104.0,640.0
295,0.0,8560.0,793733.3333333334,480.0,480.0,480.0
296,0.0,16320.0,1168448.0,480.0,716624.0,480.0
297,0.0,8400.0,825829.3333333334,640.0,1074144.0,640.0
298,0.0,16480.0,1171402.6666666667,480.0,716074.6666666666,480.0
299,0.0,8400.0,813605.3333333334,480.0,716074.6666666666,480.0
300,0.0,16480.0,1179626.6666666667,640.0,716234.6666666666,640.0
301,0.0,8400.0,809573.3333333334,480.0,716074.6666666666,480.0
302,0.0,14208.0,1196208.0,640.0,1432202.6666666667,640.0
303,0.0,992.0,483744.0,480.0,1648618.6666666667,480.0
304,0.0,736.0,472325.3333333333,480.0,1571989.3333333333,480.0
305,0.0,640.0,475840.0,640.0,1431653.3333333333,640.0
306,0.0,704.0,395408.0,480.0,1077904.0,480.0
307,0.0,480.0,390506.6666666667,480.0,1439242.6666666667,640.0
308,0.0,640.0,18768.0,640.0,1431669.3333333333,480.0
309,0.0,480.0,19136.0,480.0,1432021.3333333333,480.0
310,0.0,891712.0,12608.0,640.0,715882.6666666666,640.0
311,0.0,980256.0,368661.3333333333,480.0,724170.6666666666,480.0
312,0.0,1443936.0,7104.0,480.0,453157.3333333333,640.0
313,0.0,1407808.0,11376.0,640.0,620938.6666666666,480.0
314,0.0,1452000.0,368133.3333333333,480.0,1373322.6666666667,480.0
315,0.0,1427920.0,9200.0,640.0,1603274.6666666667,640.0
316,0.0,1456192.0,10688.0,480.0,1603114.6666666667,480.0
317,0.0,1403616.0,1184.0,480.0,867888.0,480.0
318,0.0,1407808.0,640.0,640.0,863488.0,640.0
319,0.0,1403616.0,592.0,480.0,867472.0,480.0
320,0.0,1411680.0,480.0,480.0,863328.0,480.0
321,0.0,1404109.3333333333,424333.3333333333,973.3333333333334,867853.3333333334,973.3333333333334
322,0.0,1419744.0,453754.6666666667,480.0,1627402.6666666667,480.0
323,0.0,839136.0,491664.0,480.0,2624901.333333333,640.0
324,0.0,358986.6666666667,488309.3333333333,640.0,2684682.6666666665,480.0
325,0.0,592.0,479680.0,480.0,2668442.6666666665,480.0
326,0.0,358197.3333333333,482304.0,640.0,2417189.333333333,640.0
327,0.0,357925.3333333333,481136.0,480.0,2212325.333333333,480.0
328,0.0,358288.0,10092965.333333334,480.0,2745216.0,640.0
329,0.0,358437.3333333333,12244410.666666666,640.0,2778778.6666666665,480.0
330,0.0,358101.3333333333,13054624.0,480.0,2773440.0,480.0
331,0.0,358629.3333333333,12967962.666666666,640.0,2518965.333333333,640.0
332,0.0,640.0,12690960.0,480.0,2640346.6666666665,480.0
333,0.0,480.0,12518112.0,480.0,2183301.333333333,640.0
334,0.0,640.0,12787658.666666666,640.0,902650.6666666666,480.0
335,0.0,624.0,11954506.666666666,480.0,649536.0,480.0
336,0.0,864.0,12654133.333333334,640.0,950186.6666666666,640.0
337,0.0,480.0,11787088.0,480.0,765712.0,480.0
338,0.0,480.0,10938965.333333334,480.0,781557.3333333334,480.0
339,0.0,277818.6666666667,15551760.0,640.0,461920.0,640.0
340,0.0,7345360.0,5287456.0,10873232.0,753269.3333333334,480.0
341,0.0,6414240.0,145952.0,10693360.0,685029.3333333334,640.0
342,0.0,6391242.666666667,145877.33333333334,10644960.0,327072.0,480.0
343,0.0,6985984.0,142160.0,10640784.0,685029.3333333334,640.0
344,0.0,7146522.666666667,147648.0,10653184.0,327072.0,480.0
345,0.0,6786944.0,140928.0,10681104.0,515637.3333333333,480.0
346,0.0,7095152.0,146192.0,10681264.0,923029.3333333334,640.0
347,0.0,7090848.0,146320.0,10657056.0,657808.0,480.0
348,0.0,7094880.0,154325.33333333334,10729600.0,1373952.0,640.0
349,0.0,7103104.0,227040.0,10806400.0,1039338.6666666666,480.0
350,0.0,7226304.0,602362.6666666666,11019792.0,1377765.3333333333,480.0
351,0.0,7379808.0,1110949.3333333333,11016096.0,1512442.6666666667,640.0
352,0.0,2116789.333333333,1289482.6666666667,10963488.0,1536373.3333333333,480.0
353,0.0,681920.0,1281536.0,8302528.0,1642544.0,640.0
354,0.0,679088.0,1277445.3333333333,480.0,1276346.6666666667,480.0
355,0.0,697856.0,1271605.3333333333,480.0,2011925.3333333333,640.0
356,0.0,671120.0,953088.0,640.0,1272762.6666666667,480.0
357,0.0,549445.3333333334,2879973.333333333,480.0,1622048.0,480.0
358,0.0,16240.0,10821328.0,640.0,1636330.6666666667,640.0
359,0.0,15008.0,10550192.0,480.0,826229.3333333334,480.0
360,0.0,14032.0,10761077.333333334,480.0,785445.3333333334,480.0
361,0.0,13488.0,10795568.0,640.0,954997.3333333334,640.0
362,0.0,11040.0,10988640.0,480.0,1245541.3333333333,480.0
363,0.0,10864.0,10625648.0,640.0,1233493.3333333333,640.0
364,0.0,11552.0,11056976.0,666.6666666666666,1611002.6666666667,480.0
365,0.0,24224.0,10411984.0,480.0,883840.0,480.0
366,0.0,8912.0,9366629.333333334,640.0,1319104.0,640.0
367,0.0,704.0,8794496.0,480.0,1734240.0,480.0
368,0.0,704.0,8806480.0,480.0,1738384.0,640.0
369,0.0,713088.0,8810560.0,640.0,1646821.3333333333,480.0
370,0.0,715882.6666666666,3185760.0,480.0,1153856.0,480.0
371,0.0,1067536.0,427872.0,480.0,890032.0,640.0
372,0.0,712010.6666666666,653936.0,640.0,883824.0,480.0
373,0.0,1067536.0,653664.0,480.0,889872.0,480.0
374,0.0,711850.6666666666,960096.0,640.0,887904.0,640.0
375,0.0,712010.6666666666,980528.0,480.0,879792.0,480.0
376,0.0,1938624.0,980368.0,480.0,894192.0,480.0
377,0.0,9215802.666666666,980256.0,640.0,698512.0,640.0
378,0.0,9571536.0,980416.0,480.0,18960.0,480.0
379,0.0,9272138.666666666,984288.0,480.0,12800.0,480.0
380,0.0,9801200.0,1004448.0,640.0,18944.0,640.0
381,0.0,8904693.333333334,988480.0,480.0,6816.0,480.0
382,0.0,8520096.0,968272.0,480.0,4624.0,480.0
383,0.0,8504128.0,653824.0,640.0,640.0,640.0
384,0.0,7838688.0,653664.0,480.0,4512.0,480.0
385,0.0,480.0,653776.0,480.0,752.0,640.0
386,0.0,752.0,657856.0,640.0,592.0,480.0
387,0.0,480.0,649632.0,480.0,480.0,480.0
388,0.0,480.0,649632.0,640.0,174016.0,640.0
389,0.0,640.0,500608.0,480.0,222240.0,480.0
390,0.0,480.0,398320.0,480.0,226853.3333333333,480.0
391,0.0,640.0,676741.3333333334,640.0,234560.0,640.0
392,0.0,480.0,358277.3333333333,480.0,226128.0,480.0
393,0.0,480.0,358277.3333333333,480.0,1024464.0,640.0
394,0.0,640.0,358437.3333333333,640.0,1097200.0,480.0
395,0.0,592.0,716074.6666666666,480.0,1109104.0,480.0
396,0.0,480.0,371850.6666666667,640.0,1821408.0,640.0
397,0.0,640.0,381125.3333333333,480.0,2004576.0,480.0
398,0.0,480.0,824805.3333333334,480.0,1038506.6666666666,480.0
399,0.0,8933.333333333334,1759584.0,640.0,945738.6666666666,640.0
400,0.0,21184.0,2762122.6666666665,480.0,1307552.0,480.0
401,0.0,15184.0,2458602.6666666665,480.0,889872.0,640.0
402,0.0,10320.0,2458293.333333333,640.0,1089360.0,480.0
403,0.0,9568.0,2454634.6666666665,480.0,731872.0,480.0
404,0.0,9616.0,2455317.333333333,640.0,1090400.0,640.0
405,0.0,15968.0,2440320.0,480.0,721530.6666666666,480.0
406,0.0,9280.0,1958432.0,480.0,1074208.0,640.0
407,0.0,10672.0,3239605.333333333,640.0,729802.6666666666,480.0
408,0.0,9392.0,2573418.6666666665,480.0,2089936.0,480.0
409,0.0,10320.0,2890576.0,640.0,1772512.0,640.0
410,0.0,14208.0,3244549.333333333,480.0,2119706.6666666665,480.0
411,0.0,15952.0,1565130.6666666667,480.0,2098736.0,640.0
412,0.0,12128.0,1497354.6666666667,640.0,2340746.6666666665,480.0
413,0.0,368682.6666666667,1530640.0,480.0,2070826.6666666667,480.0
414,0.0,5392.0,1164757.3333333333,640.0,2412656.0,640.0
415,0.0,358826.6666666667,811205.3333333334,480.0,2062762.6666666667,480.0
416,0.0,755040.0,811248.0,480.0,2323792.0,640.0
417,0.0,680773.3333333334,600416.0,640.0,1692090.6666666667,480.0
418,0.0,715898.6666666666,40080.0,480.0,2081872.0,480.0
