,1_port1,1_port2,1_port3,1_port4,1_port5,2_port1,2_port2,3_port1,3_port2,4_port1,4_port2,5_port1,5_port2,5_port3,5_port4,5_port5
42,480.0,480.0,480.0,480.0,480.0,720,720,480,720,480,480,480,480,480,480,480
43,480.0,480.0,480.0,480.0,480.0,480,480,480,480,480,480,480,720,720,720,720
44,480.0,720.0,720.0,480.0,720.0,480,480,480,480,480,480,480,480,480,480,480
45,720.0,480.0,480.0,720.0,480.0,480,480,720,480,480,480,480,480,480,480,480
46,480.0,480.0,480.0,480.0,480.0,480,480,480,480,720,720,720,480,480,480,480
47,480.0,480.0,480.0,480.0,480.0,720,720,480,720,480,480,480,480,720,480,480
48,480.0,480.0,480.0,480.0,962112.0,480,480,968160,480,480,480,980256,720,480,720,720
49,480.0,720.0,720.0,720.0,3085200.0,480,480,3091008,480,480,480,3084960,480,480,480,480
50,720.0,480.0,480.0,480.0,4046592.0,480,480,4052880,480,480,480,4064976,480,480,480,480
51,480.0,480.0,480.0,480.0,6193632.0,480,720,6199680,720,720,720,6193632,480,480,480,480
52,480.0,480.0,760.0,480.0,6175488.0,720,480,6169440,480,480,480,6169440,480,720,480,720
53,480.0,720.0,720.0,1070976.0,6447888.0,480,480,7524192,480,480,480,7530240,720,480,720,480
54,480.0,480.0,3284544.0,2958192.0,5909376.0,480,480,12169056,480,480,480,12181152,480,480,480,480
55,720.0,480.0,5697696.0,3091008.0,6193632.0,480,480,14987664,480,720,480,15005808,480,480,480,480
56,480.0,760.0,9217632.0,3078912.0,6078720.0,5703744,720,12707328,720,5721888,720,12695232,5733984,480,480,760
57,480.0,480.0,9278112.0,3097336.0,6193632.0,6187824,480,12374688,480,6187584,480,12368640,6193872,720,480,720
58,480.0,720.0,9272304.0,3091008.0,6181536.0,6181536,480,12362592,480,6175488,480,12362592,6181536,480,720,480
59,720.0,480.0,9247872.0,3085200.0,6169680.0,6169440,480,12332352,480,6175488,480,12326304,6169440,480,760,480
60,980.0,980.0,9260468.0,3085460.0,6169940.0,6182316,980,12345188,980,6176228,980,12357284,6169940,980,980,980
61,480.0,480.0,9272064.0,3091008.0,6193912.0,6181536,720,12368640,720,6181536,1000,12362592,6187864,480,480,480
62,480.0,480.0,9374880.0,3127296.0,6242016.0,6248304,760,12495648,480,6254112,480,12489600,6248304,720,480,720
63,480.0,480.0,9127152.0,3042624.0,6090816.0,6090816,480,12181152,480,6084768,480,12181152,6090816,480,720,480
64,720.0,720.0,9296256.0,3097296.0,6193872.0,6193632,480,12374688,480,6193632,480,12387064,6187584,480,480,480
65,760.0,480.0,9229728.0,3078912.0,6157344.0,6157344,480,12314728,480,6157864,720,12308400,6157344,480,480,480
66,480.0,6528.0,8738720.0,3091008.0,5197440.0,5191632,720,11817152,6768,5185344,480,11805056,5179296,480,480,6528
67,480.0,6528.0,4119168.0,3084960.0,3091008.0,3084960,480,7209696,6528,3084960,480,7203648,3085200,1000,480,6768
68,480.0,720.0,4113360.0,3084960.0,3078912.0,3084960,480,7197600,480,3084960,480,7197600,3084960,480,720,480
69,720.0,480.0,4113120.0,3091248.0,3091248.0,3084960,480,7197600,480,3091008,480,7203648,3091008,480,480,480
70,480.0,480.0,4125216.0,3091008.0,3091008.0,3097056,480,7215984,760,3091248,720,7222032,3091008,480,480,480
71,480.0,480.0,4113120.0,3084960.0,3084960.0,3079152,720,7191552,720,3084960,480,7185504,3084960,480,480,480
72,480.0,6528.0,4113120.0,3084960.0,2080392.0,2074344,480,7203648,6528,2062248,480,7197600,2056440,720,480,6768
73,480.0,720.0,4125456.0,3091008.0,480.0,480,480,7215744,480,480,480,7221792,480,480,720,480
74,720.0,6528.0,759248.0,3085200.0,720.0,480,480,3831872,6528,480,480,3819536,480,480,480,6528
75,480.0,6528.0,480.0,51112.0,480.0,480,480,45064,6528,720,720,39256,480,480,480,6528
76,480.0,480.0,480.0,480.0,480.0,720,720,480,720,480,480,480,480,480,480,480
77,480.0,907680.0,480.0,480.0,480.0,480,480,480,901632,480,480,480,720,901872,720,720
78,480.0,1930032.0,720.0,480.0,720.0,480,480,480,1935840,480,480,480,480,1929792,480,480
79,720.0,1978176.0,480.0,720.0,480.0,480,480,720,1978176,480,480,720,480,1984224,480,480
80,480.0,1978176.0,480.0,480.0,480.0,480,480,480,1966320,720,720,480,480,1966080,480,480
81,480.0,1984224.0,480.0,480.0,480.0,720,720,480,1990272,480,480,480,480,1984464,480,720
82,480.0,1966080.0,720.0,480.0,480.0,480,480,480,1972128,480,480,480,720,1966080,720,480
83,720.0,1978416.0,480.0,720.0,720.0,480,480,480,1978176,480,480,480,480,1978176,480,480
84,480.0,1990272.0,480.0,480.0,480.0,480,480,720,1984224,720,480,720,480,1990272,480,480
85,480.0,1972128.0,480.0,480.0,480.0,720,720,480,1978416,480,720,480,480,1972128,480,480
86,480.0,3345024.0,480.0,480.0,480.0,480,480,480,3338976,480,480,480,720,3333168,480,720
87,480.0,5074992.0,720.0,480.0,720.0,480,480,480,5068704,480,480,480,480,5074752,720,480
88,720.0,5062656.0,480.0,720.0,480.0,480,480,720,5056608,480,480,480,480,5062656,480,480
89,480.0,5068704.0,786720.0,480.0,480.0,480,480,792768,5068704,720,720,793008,480,5062656,480,480
90,480.0,5056608.0,847200.0,480.0,480.0,720,720,841152,5068944,480,480,847200,480,5068944,480,480
91,480.0,5068704.0,841152.0,480.0,480.0,480,480,847200,5062656,480,480,841152,720,5056608,720,720
92,480.0,5050800.0,841392.0,720.0,720.0,480,480,841152,5044512,480,480,841152,480,5056608,480,480
93,720.0,5080800.0,847200.0,480.0,480.0,480,480,841392,5080800,480,480,847440,480,5080800,480,480
94,480.0,5074752.0,847200.0,480.0,480.0,480,720,847200,5068944,720,720,841152,480,5068704,480,480
95,480.0,5159424.0,859296.0,480.0,480.0,720,480,859296,5171520,480,480,859296,480,5159664,480,720
96,480.0,4959840.0,823248.0,480.0,480.0,480,480,823008,4953792,480,480,829056,720,4959840,720,480
97,480.0,5068944.0,1210080.0,720.0,720.0,480,480,1210080,5080800,480,480,1210080,480,5068704,480,480
98,720.0,5062656.0,1681824.0,480.0,480.0,480,480,1682064,5062656,720,480,1688112,480,5062656,480,480
99,480.0,5074752.0,1693920.0,480.0,883488.0,480,720,2582976,5068944,480,720,2576928,480,5080800,480,480
100,480.0,5062656.0,1681824.0,480.0,2056800.0,720,480,3738144,5056608,480,480,3750240,720,5056848,480,720
101,480.0,5056848.0,1682064.0,480.0,2062848.0,480,480,3750240,5062656,480,480,3738144,480,5068704,720,480
102,720.0,5068704.0,1693920.0,720.0,2057040.0,480,480,3744192,5074752,480,480,3744192,480,5068704,480,480
103,480.0,4684960.0,1681824.0,480.0,2062848.0,480,480,3744432,4691008,720,480,3750480,480,4691008,480,480
104,480.0,1984224.0,1687872.0,6528.0,2056800.0,480,720,3756288,1984464,480,720,3744192,480,1990272,480,480
105,480.0,1978176.0,1688152.0,480.0,2056800.0,720,480,3738144,1972128,480,480,3756288,720,1978416,480,720
106,480.0,1984464.0,1682064.0,480.0,2057040.0,480,480,3750240,1978176,480,480,3738144,480,1978176,720,480
107,720.0,4832832.0,1693920.0,720.0,2062848.0,480,480,3744432,4832832,480,480,3744192,480,1978176,480,2849088
108,480.0,5074752.0,1337776.0,480.0,2056800.0,480,480,3400144,5081040,720,720,3400384,480,1978176,6528,3091008
109,480.0,5068704.0,847200.0,480.0,2062848.0,720,720,2903520,5068704,480,480,2909568,480,1984464,480,3091008
110,480.0,5044512.0,841152.0,480.0,2050752.0,480,480,2891424,5038464,480,480,2879328,720,1966080,720,3073104
111,480.0,5081040.0,841392.0,720.0,2063088.0,480,480,2909568,5080800,480,480,2915616,480,1984224,480,3097056
112,720.0,6024288.0,847200.0,480.0,2056800.0,480,480,2897712,6012192,720,480,2897712,480,1978176,480,4028448
113,480.0,6085048.0,841152.0,480.0,2056800.0,480,720,2897472,6097104,480,720,2903520,480,1978176,480,4113120
114,480.0,6090816.0,847200.0,480.0,2062848.0,720,480,2909568,6090816,480,480,2903520,720,1972368,480,4125456
115,480.0,6103152.0,841392.0,760.0,2056800.0,480,480,2897472,6102912,480,480,2903520,480,1978176,720,4113120
116,720.0,6072672.0,841152.0,720.0,2050992.0,480,480,2891664,6066624,480,480,2891424,480,1972128,480,4101304
117,480.0,6115008.0,847200.0,480.0,2068896.0,480,480,2909568,6108960,720,720,2903760,480,1984224,480,4131264
118,480.0,6066624.0,835104.0,480.0,2050752.0,720,720,2891424,6072912,480,480,2891424,480,1972368,480,4101024
119,480.0,6108960.0,847200.0,480.0,2062848.0,480,480,2915616,6115008,480,480,2915616,720,1984224,720,4131504
120,480.0,4256872.0,847440.0,480.0,4839120.0,480,480,5685600,4256632,480,480,5691648,480,1978176,480,2284984
121,720.0,3006336.0,841152.0,720.0,5153376.0,480,480,6000336,3012384,480,480,6000336,480,1978176,480,1034688
122,480.0,3012384.0,847200.0,480.0,5141280.0,480,480,5981952,3006576,720,720,5988000,480,1978176,480,1028640
123,480.0,3006336.0,841152.0,480.0,4241856.0,720,720,5082528,3012384,480,760,5076480,480,1972368,480,1034688
124,980.0,3000788.0,841652.0,980.0,3085460.0,980,980,3920084,3000788,980,980,3920084,1220,1978676,1220,1029380
125,480.0,3012624.0,841392.0,480.0,3085200.0,480,480,3937728,3006336,480,480,3931680,480,1978176,480,1028640
126,720.0,3006336.0,847200.0,720.0,3091008.0,480,480,3925872,3006336,480,480,3937968,480,1978176,480,1028640
127,480.0,3006336.0,841152.0,480.0,4318752.0,480,480,5171520,3012624,720,720,5171520,480,1984224,480,1028640
128,480.0,3000288.0,841152.0,480.0,6151296.0,720,720,6998016,2994240,480,480,6991968,480,1966320,480,1028880
129,480.0,3012384.0,847440.0,480.0,6193912.0,760,760,7034304,3018432,480,480,7040632,1000,1984224,1000,1028640
130,720.0,1993840.0,841152.0,720.0,6163632.0,480,480,7004064,1993600,480,480,7004064,480,977536,480,1028640
131,480.0,1990272.0,847200.0,480.0,6187584.0,480,480,7034544,1984224,720,480,7034544,480,950016,480,1034688
132,480.0,2885376.0,841152.0,480.0,6157344.0,720,720,6991968,2891664,480,720,6991968,480,943968,480,1935840
133,480.0,2489536.0,847200.0,480.0,6211776.0,480,480,7058496,2495584,480,480,7052448,720,427408,480,2069136
134,480.0,2057040.0,841392.0,480.0,6157344.0,480,480,7004064,2044704,480,480,7016160,480,480,720,2056800
135,720.0,2153568.0,883488.0,720.0,6459984.0,480,480,7336944,2153568,480,480,7324608,480,480,480,2153568
136,480.0,1960032.0,804864.0,480.0,5897280.0,480,480,6707712,1972128,720,480,6707952,480,480,480,1960032
137,480.0,2062848.0,841152.0,480.0,4388608.0,720,720,5217184,2063088,480,720,5217184,480,6528,480,2056800
138,760.0,2068896.0,841152.0,480.0,3084960.0,480,480,3938008,2056800,760,480,3931680,720,720,480,2069136
139,480.0,2044944.0,841392.0,480.0,3073104.0,480,480,3913536,2056800,480,480,3913536,480,480,720,2044704
140,720.0,2056800.0,847200.0,720.0,3091008.0,480,480,3931920,2056800,480,480,3931680,480,480,480,2056800
141,480.0,2068896.0,841152.0,480.0,3097056.0,480,480,3937728,2057040,720,720,3944016,480,480,480,2068896
142,480.0,2044704.0,841152.0,480.0,5758176.0,720,720,6604896,2056800,480,480,6604896,480,720,480,2044704
143,480.0,2062848.0,847200.0,480.0,4943424.0,480,480,5784096,2062848,480,480,5778048,720,480,720,2075184
144,480.0,2069136.0,847440.0,480.0,3097296.0,480,480,3943776,2068896,480,480,3943776,480,480,480,2056800
145,720.0,2068896.0,841152.0,720.0,3097056.0,480,480,3931920,2056800,480,480,3937968,480,480,480,2068896
146,480.0,2056800.0,841152.0,480.0,4240128.0,480,480,5092896,2057320,720,720,5092896,480,760,480,2056800
147,480.0,2056800.0,847200.0,480.0,6169440.0,720,720,7022208,2056800,480,480,7028256,480,720,480,2057040
148,480.0,2056800.0,841392.0,480.0,6169440.0,480,480,7010112,2056800,480,480,7010112,720,480,720,2056800
149,720.0,2057040.0,847200.0,720.0,6181776.0,480,480,7016160,2068896,480,480,7010112,480,480,480,2056800
150,480.0,2056800.0,841152.0,480.0,6181536.0,480,480,7022448,2056800,720,720,7034544,480,480,480,2056800
151,480.0,2062848.0,841152.0,480.0,4481488.0,480,720,5322160,2063088,480,480,5304016,480,480,6528,2056800
152,480.0,1099576.0,853248.0,480.0,3084960.0,720,480,3937728,1099576,480,480,3937728,720,720,480,1111912
153,480.0,1028880.0,835344.0,480.0,3073104.0,480,480,3913536,1022592,480,480,3913536,480,480,720,1022592
154,720.0,1034688.0,847200.0,720.0,3103104.0,480,480,3944016,1034688,480,480,3943776,480,480,480,1034688
155,480.0,1022592.0,841152.0,480.0,3078912.0,480,480,3919584,1028880,720,720,3919824,480,480,480,1022592
156,480.0,1028640.0,847200.0,480.0,3084960.0,720,720,3925632,1028640,480,480,3931680,480,720,480,1034688
157,480.0,1028640.0,841152.0,480.0,3084960.0,480,480,3931680,1028640,480,480,3931680,720,480,720,1028880
158,480.0,1034928.0,847440.0,720.0,3097296.0,480,480,3943776,1034688,480,480,3943776,480,480,480,1028640
159,720.0,1034688.0,841152.0,480.0,3097056.0,480,480,3937968,1028640,720,480,3931920,480,480,480,1034688
160,480.0,96688.0,847200.0,480.0,3072864.0,480,720,3913536,102976,480,720,3919584,480,480,480,102736
161,480.0,6528.0,28000.0,480.0,3097056.0,720,480,3124576,6528,480,480,3118528,480,6768,480,720
162,480.0,6768.0,720.0,480.0,1919424.0,480,480,1913376,6528,480,480,1907328,720,480,6768,480
163,720.0,480.0,480.0,720.0,720.0,480,480,720,480,480,480,480,480,480,480,480
164,480.0,480.0,480.0,480.0,480.0,480,480,480,480,720,720,720,480,480,480,480
165,480.0,480.0,1246368.0,480.0,480.0,720,720,1258464,720,480,480,1264512,480,480,480,480
166,480.0,480.0,4119168.0,480.0,480.0,480,480,4119168,480,480,480,4125216,720,720,720,720
167,480.0,720.0,4119408.0,480.0,926064.0,480,480,5050560,480,480,480,5050560,480,480,480,480
168,720.0,480.0,4119168.0,720.0,3084960.0,480,480,7197840,480,480,480,7209936,480,480,480,480
169,480.0,480.0,4119168.0,480.0,3091008.0,480,480,7215744,720,720,720,7209696,480,480,480,480
170,480.0,480.0,4113120.0,480.0,7173408.0,720,720,11298144,480,480,480,11316288,480,480,480,480
171,480.0,480.0,4107072.0,480.0,8207616.0,480,480,12308160,480,480,480,12308160,720,720,720,720
172,480.0,720.0,4131504.0,2443872.0,8262288.0,480,480,14848320,480,480,480,14848320,480,480,480,480
173,720.0,480.0,5032416.0,3097296.0,8201568.0,7633056,480,8727984,480,7651200,480,8715888,7675392,480,480,480
174,480.0,480.0,7197600.0,3084960.0,8225760.0,8225760,480,10282080,480,8226000,720,10282080,8219712,480,480,480
175,480.0,480.0,7209696.0,3097056.0,8243904.0,8244144,720,10306272,720,8243904,480,10306272,8243904,720,480,480
176,480.0,480.0,7185504.0,3072864.0,8201568.0,8213664,480,10269984,480,8219712,480,10257888,8207856,480,480,720
177,480.0,720.0,7215984.0,3097056.0,8256240.0,8243904,480,10306272,480,8243904,480,10312320,8256000,480,720,480
178,720.0,480.0,7185504.0,3079152.0,8207616.0,8213664,480,10251840,480,8207616,480,10263936,8207616,480,480,480
179,480.0,480.0,7239936.0,3103104.0,8274144.0,8268096,480,10342800,480,8268336,720,10348848,8274144,480,480,480
180,480.0,480.0,7252032.0,3109152.0,8292288.0,8292288,720,10372800,720,8298336,480,10366752,8292288,480,480,480
181,6528.0,480.0,7094784.0,3036576.0,5043392.0,5037584,6528,10130880,480,5019200,6528,10118784,5007104,720,6528,720
182,480.0,480.0,7222032.0,3097056.0,3097056.0,3097056,480,10312320,480,3097056,480,10324416,3097296,480,720,480
183,6768.0,720.0,7185504.0,3079152.0,2155536.0,2143200,6528,10269984,480,2137152,6528,10263936,2131104,480,6528,480
184,480.0,480.0,7227840.0,3097056.0,480.0,480,480,10324656,480,480,480,10318608,480,480,480,480
185,480.0,6528.0,5912144.0,3091008.0,480.0,480,480,8984528,6768,720,720,8984528,480,6528,480,480
186,480.0,480.0,3084960.0,3078912.0,480.0,720,720,6169440,480,480,480,6163392,480,720,480,480
187,480.0,480.0,3085200.0,3091008.0,480.0,480,480,6181536,480,480,480,6181536,720,480,720,720
188,480.0,720.0,3084960.0,3085200.0,720.0,480,480,6163392,480,480,480,6169440,480,480,480,480
189,720.0,480.0,3091008.0,3091008.0,480.0,480,480,6181776,480,720,480,6175728,480,480,480,480
190,480.0,480.0,3091008.0,3084960.0,480.0,480,720,6175488,720,480,720,6175488,480,480,480,480
191,480.0,480.0,3072864.0,3078912.0,480.0,720,480,6145248,480,480,480,6157344,720,720,480,720
192,480.0,720.0,3085200.0,3084960.0,480.0,480,480,6175488,480,480,480,6169440,480,480,720,480
193,720.0,6528.0,3097056.0,1666168.0,720.0,480,480,4756696,6528,480,480,4744360,480,6528,480,480
194,480.0,480.0,3224064.0,480.0,480.0,480,480,3224064,480,720,720,3224304,480,480,480,480
195,480.0,480.0,2951904.0,480.0,480.0,480,480,2951904,720,480,480,2951904,480,480,480,480
196,480.0,480.0,3091008.0,480.0,480.0,720,720,3084960,480,480,480,3084960,480,720,480,720
197,480.0,6528.0,2177400.0,480.0,480.0,480,480,2171112,6528,480,480,2165064,720,480,720,6528
198,720.0,720.0,480.0,720.0,720.0,480,480,480,480,480,480,480,480,480,480,480
199,480.0,480.0,272640.0,480.0,480.0,480,480,278928,480,720,480,278928,480,480,480,480
200,480.0,480.0,2601120.0,480.0,480.0,720,720,2601120,720,480,720,2607168,480,480,480,480
201,480.0,480.0,3072864.0,480.0,480.0,480,480,3072864,480,480,480,3078912,720,720,480,720
202,480.0,720.0,3103344.0,480.0,480.0,480,480,3103104,480,480,480,3103104,480,480,720,480
203,720.0,480.0,3072864.0,720.0,720.0,480,480,3079152,480,480,480,3072864,480,480,480,480
204,480.0,480.0,3097056.0,480.0,480.0,480,480,3091008,480,720,720,3091248,480,480,480,480
205,480.0,480.0,3091008.0,480.0,480.0,720,720,3097056,720,480,480,3091008,480,720,480,480
206,480.0,248448.0,3091008.0,480.0,480.0,480,480,3084960,248448,480,480,3091008,720,480,720,248688
207,480.0,950256.0,3091248.0,720.0,720.0,480,480,3084960,950016,480,480,3084960,480,480,480,943968
208,720.0,950016.0,3084960.0,480.0,480.0,480,480,3091248,950016,480,480,3097296,480,480,480,950016
209,480.0,950016.0,3084960.0,480.0,480.0,480,480,3084960,944208,720,720,3084960,480,480,480,950016
210,480.0,950016.0,3091008.0,480.0,480.0,720,720,3084960,950016,480,480,3084960,480,720,480,950256
211,480.0,944208.0,3079432.0,480.0,480.0,480,480,3084960,950016,480,480,3084960,720,480,720,943968
212,720.0,950016.0,3091008.0,720.0,720.0,480,480,3097056,950016,480,480,3091008,480,480,480,950016
213,480.0,943968.0,3078912.0,480.0,480.0,480,480,3073104,943968,720,480,3073104,480,480,480,943968
214,480.0,968160.0,3139392.0,480.0,480.0,720,720,3139392,962352,480,720,3139392,480,480,480,968160
215,480.0,1452000.0,3048672.0,480.0,480.0,480,480,3048672,1445952,480,480,3054720,720,720,502464,938160
216,480.0,2994240.0,3073104.0,480.0,480.0,480,480,3078912,3000288,480,480,3072864,480,480,2050992,943968
217,480.0,3048912.0,3139392.0,218448.0,720.0,480,480,3363168,3048672,480,480,3363168,480,480,2093088,962112
218,720.0,2970048.0,3048672.0,835104.0,480.0,480,480,3877488,2976096,480,480,3883536,480,480,2032608,937920
219,480.0,3054720.0,3133344.0,853248.0,480.0,480,720,3992160,3048912,720,720,3986112,480,480,2087040,962112
220,480.0,2933760.0,3018432.0,823008.0,480.0,720,480,3840960,2933760,480,480,3834912,480,480,2008416,931872
221,480.0,3006336.0,3084960.0,847200.0,480.0,480,480,3925632,3012384,480,480,3937728,720,720,2063088,944208
222,480.0,3012624.0,3097296.0,841392.0,478512.0,480,480,4415520,3006336,480,480,4415520,480,480,2056800,950016
223,720.0,3006336.0,3084960.0,847200.0,2056800.0,480,480,5988240,3000288,480,480,5988240,480,480,2056800,950016
224,480.0,3012384.0,1514208.0,841152.0,2056800.0,480,720,4405152,3012624,720,720,4411200,480,480,2068896,950016
225,480.0,3000288.0,1028640.0,841152.0,2056800.0,720,480,3931680,3012384,480,480,3925632,480,720,2056800,950256
226,480.0,3012384.0,1028880.0,847200.0,2062848.0,480,480,3937728,3006336,480,480,3925632,720,480,2057040,943968
227,720.0,3006576.0,1028640.0,841392.0,2057040.0,480,480,3931680,3006336,480,480,3937728,480,480,2056800,950016
228,480.0,3012384.0,1028640.0,847200.0,2056800.0,480,480,3925872,3006336,720,720,3925872,480,480,2062848,950016
229,480.0,3006336.0,1034688.0,841152.0,2062848.0,720,720,3931680,3006576,480,480,3931680,480,480,2056800,950016
230,480.0,3000288.0,1216128.0,841152.0,2056800.0,480,480,4125216,3006336,480,480,4131264,720,720,2056800,950256
231,480.0,2499752.0,1875600.0,853248.0,2063088.0,480,480,4784448,2505560,480,480,4784448,480,480,1562312,950016
232,720.0,950016.0,1869312.0,841392.0,2056800.0,480,480,4754448,950016,480,480,4766544,480,480,480,943968
233,480.0,950016.0,1869312.0,1452000.0,2056800.0,480,480,5401344,950256,720,720,5383200,480,480,480,950016
234,480.0,1161696.0,1875360.0,1687872.0,2056800.0,720,720,5606976,1149600,480,480,5619072,480,720,206112,950256
235,480.0,1887456.0,1869552.0,1681824.0,2056800.0,480,480,5613024,1899552,480,480,5613024,720,480,944208,950016
236,480.0,1900072.0,1881408.0,1688392.0,2063088.0,480,480,5625120,1899552,480,480,5613024,480,480,950016,950016
237,720.0,2631360.0,1869312.0,1687872.0,2056800.0,480,480,5607216,2625312,720,480,5625360,480,480,950016,1675776
238,480.0,2933760.0,1869312.0,1681824.0,2056800.0,720,720,5625120,2927952,480,720,5613024,480,480,950016,1978176
239,480.0,2927712.0,1875360.0,1693920.0,2062848.0,480,480,5619072,2921664,480,480,5619072,720,720,950016,1978416
240,480.0,2921904.0,1869552.0,1681824.0,2056800.0,480,480,5613024,2933760,480,480,5619072,480,480,944208,1978176
241,720.0,2408792.0,1869312.0,1688112.0,2063088.0,480,480,5625360,2414840,480,480,5613024,480,480,950016,1465304
242,480.0,1978176.0,1875360.0,1687872.0,2056800.0,480,480,5606976,1972368,720,720,5619312,480,480,950016,1028640
243,480.0,2607168.0,1875360.0,1681824.0,2062848.0,720,720,5625120,2601120,480,480,5613024,480,720,950016,1645536
244,480.0,5074752.0,1875360.0,1693920.0,2244288.0,480,480,5800512,5068704,480,480,5812608,720,480,950256,4125736
245,480.0,5056848.0,1869552.0,1682064.0,3006576.0,480,480,6556512,5062656,480,480,6562560,480,480,943968,4113120
246,720.0,5074752.0,1869312.0,1687872.0,2518176.0,480,480,6086736,5074752,720,480,6062544,480,6528,950016,4113120
247,480.0,5062656.0,1875360.0,1687872.0,943968.0,480,720,4500192,5056848,480,720,4500192,480,480,950016,4113120
248,480.0,5062656.0,1869312.0,1681824.0,950016.0,720,480,4500192,5068704,480,480,4518336,720,720,950016,4119408
249,480.0,5062896.0,1869552.0,1687872.0,950016.0,480,480,4512288,5062656,480,480,4500192,480,480,950256,4113120
250,720.0,5062656.0,1881408.0,1688112.0,950256.0,480,480,4500432,5068704,480,480,4506240,480,480,943968,4119168
251,480.0,5068704.0,1582336.0,1681824.0,943968.0,480,480,4219264,5068704,720,720,4219504,480,480,956064,4113120
252,980.0,5069204.0,847700.0,1688372.0,950516.0,1220,1220,3484628,5063396,980,1260,3472532,980,1220,950516,4119668
253,480.0,4511728.0,847200.0,1687872.0,950016.0,480,480,3478080,4505680,480,480,3496224,720,2123328,950256,1439584
254,480.0,5062896.0,841392.0,1681824.0,950256.0,480,480,3484128,5062656,480,480,3472032,480,3084960,950016,1028640
