,1_port4,1_port1,1_port2,1_port3,2_port1,2_port2,3_port1,3_port2,4_port1,4_port2,5_port4,5_port1,5_port2,5_port3
189,720.0,480.0,1688112.0,738576.0,720.0,480.0,738336.0,1687872.0,480.0,480.0,1681824.0,738336.0,480.0,480.0
190,480.0,480.0,1681824.0,738336.0,480.0,480.0,738336.0,1687872.0,480.0,480.0,1688112.0,738336.0,720.0,720.0
191,480.0,480.0,1687872.0,738336.0,480.0,480.0,732288.0,1687872.0,480.0,720.0,1687872.0,738576.0,480.0,480.0
192,480.0,720.0,2256384.0,738336.0,480.0,480.0,738576.0,2250576.0,720.0,480.0,2250336.0,738336.0,480.0,480.0
193,480.0,480.0,2316864.0,738576.0,720.0,720.0,738336.0,2316864.0,480.0,480.0,2316864.0,738336.0,480.0,480.0
194,720.0,480.0,2323152.0,738336.0,480.0,480.0,738336.0,2316864.0,480.0,480.0,2316864.0,738336.0,480.0,720.0
195,480.0,480.0,2310816.0,738336.0,480.0,480.0,738336.0,2322912.0,480.0,480.0,2323152.0,738576.0,720.0,480.0
196,480.0,480.0,2322912.0,1645536.0,480.0,480.0,1651584.0,2310816.0,720.0,720.0,2316864.0,1651584.0,480.0,480.0
197,480.0,720.0,3230112.0,1772544.0,480.0,720.0,1766736.0,3236400.0,480.0,480.0,3230112.0,1766496.0,480.0,480.0
198,480.0,480.0,3351312.0,1594712.0,720.0,480.0,1594472.0,3351072.0,480.0,480.0,3338976.0,1588424.0,480.0,6528.0
199,720.0,480.0,3351072.0,1028640.0,480.0,480.0,1028640.0,3345024.0,480.0,480.0,3351312.0,1034688.0,720.0,720.0
200,480.0,480.0,3345024.0,1028640.0,480.0,480.0,1028640.0,3345024.0,480.0,480.0,3345024.0,1028880.0,480.0,480.0
201,480.0,720.0,3363168.0,1034688.0,480.0,480.0,1034928.0,3363168.0,720.0,720.0,3363168.0,1034688.0,480.0,480.0
202,480.0,480.0,3332928.0,1022832.0,720.0,720.0,1028640.0,3339216.0,480.0,480.0,3326880.0,1022592.0,480.0,480.0
203,720.0,480.0,3351312.0,1028640.0,480.0,480.0,1028640.0,3345024.0,480.0,480.0,3357120.0,1028640.0,480.0,720.0
204,480.0,480.0,2917904.0,1034688.0,480.0,480.0,1034688.0,2923952.0,480.0,480.0,2930240.0,1034928.0,720.0,480.0
